==============================================================================
WEEK 7 — Improvement + Ablation (ground-air collaborative)
==============================================================================
seeds=10 (base 20260720..20260729)  sizes=[8, 12, 16, 20]
truck_speed=1.0  drone_speed=2.0  drone_range=160.0  service=10
shared evaluator: FSTSP completion time, ONE serial drone, sync enforced
  seed 20260725 [abl_cap1      ] mk=  242.0 ( 33.5%) off=2/8 0.002s
  seed 20260725 [abl_notakeoff ] mk=  242.0 ( 33.5%) off=2/8 0.005s
  seed 20260725 [imp_cap3      ] mk=  211.7 ( 41.9%) off=3/8 0.014s
  seed 20260726 [published     ] mk=  347.1 ( 26.5%) off=2/8 0.002s
  seed 20260726 [v2            ] mk=  337.9 ( 28.5%) off=2/8 0.006s
  seed 20260726 [abl_cap1      ] mk=  347.1 ( 26.5%) off=2/8 0.003s
  seed 20260726 [abl_notakeoff ] mk=  337.9 ( 28.5%) off=2/8 0.005s
  seed 20260726 [imp_cap3      ] mk=  299.3 ( 36.7%) off=3/8 0.013s
  seed 20260727 [published     ] mk=  252.0 ( 20.0%) off=1/8 0.002s
  seed 20260727 [v2            ] mk=  198.4 ( 37.0%) off=2/8 0.009s
  seed 20260727 [abl_cap1      ] mk=  252.0 ( 20.0%) off=1/8 0.002s
  seed 20260727 [abl_notakeoff ] mk=  198.4 ( 37.0%) off=2/8 0.006s
  seed 20260727 [imp_cap3      ] mk=  174.0 ( 44.8%) off=3/8 0.023s
  seed 20260728 [published     ] mk=  317.0 ( 17.4%) off=2/8 0.001s
  seed 20260728 [v2            ] mk=  256.4 ( 33.2%) off=4/8 0.004s
  seed 20260728 [abl_cap1      ] mk=  317.0 ( 17.4%) off=2/8 0.002s
  seed 20260728 [abl_notakeoff ] mk=  277.8 ( 27.6%) off=4/8 0.003s
  seed 20260728 [imp_cap3      ] mk=  267.4 ( 30.3%) off=3/8 0.011s
  seed 20260729 [published     ] mk=  312.9 ( 15.7%) off=1/8 0.001s
  seed 20260729 [v2            ] mk=  269.4 ( 27.4%) off=2/8 0.005s
  seed 20260729 [abl_cap1      ] mk=  312.9 ( 15.7%) off=1/8 0.002s
  seed 20260729 [abl_notakeoff ] mk=  269.4 ( 27.4%) off=2/8 0.005s
  seed 20260729 [imp_cap3      ] mk=  245.6 ( 33.8%) off=3/8 0.011s

=== size N=12 ===
  seed 20260720 [published     ] mk=  554.0 ( 12.1%) off=1/12 0.006s
  seed 20260720 [v2            ] mk=  436.7 ( 30.7%) off=5/12 0.029s
  seed 20260720 [abl_cap1      ] mk=  554.0 ( 12.1%) off=1/12 0.007s
  seed 20260720 [abl_notakeoff ] mk=  454.2 ( 27.9%) off=4/12 0.015s
  seed 20260720 [imp_cap3      ] mk=  441.7 ( 29.9%) off=4/12 0.068s
  seed 20260721 [published     ] mk=  483.5 ( 15.6%) off=2/12 0.006s
  seed 20260721 [v2            ] mk=  397.0 ( 30.7%) off=4/12 0.019s
  seed 20260721 [abl_cap1      ] mk=  483.5 ( 15.6%) off=2/12 0.007s
  seed 20260721 [abl_notakeoff ] mk=  432.5 ( 24.5%) off=4/12 0.012s
  seed 20260721 [imp_cap3      ] mk=  436.6 ( 23.8%) off=3/12 0.050s
  seed 20260722 [published     ] mk=  410.2 ( 18.7%) off=3/12 0.007s
  seed 20260722 [v2            ] mk=  402.0 ( 20.3%) off=2/12 0.020s
  seed 20260722 [abl_cap1      ] mk=  410.2 ( 18.7%) off=3/12 0.014s
  seed 20260722 [abl_notakeoff ] mk=  402.0 ( 20.3%) off=2/12 0.015s
  seed 20260722 [imp_cap3      ] mk=  376.2 ( 25.4%) off=3/12 0.062s
  seed 20260723 [published     ] mk=  530.0 ( 21.2%) off=1/12 0.004s
  seed 20260723 [v2            ] mk=  499.4 ( 25.8%) off=2/12 0.016s
  seed 20260723 [abl_cap1      ] mk=  530.0 ( 21.2%) off=1/12 0.004s
  seed 20260723 [abl_notakeoff ] mk=  499.4 ( 25.8%) off=2/12 0.014s
  seed 20260723 [imp_cap3      ] mk=  455.1 ( 32.3%) off=4/12 0.055s
  seed 20260724 [published     ] mk=  516.6 ( 15.0%) off=1/12 0.004s
  seed 20260724 [v2            ] mk=  419.6 ( 31.0%) off=3/12 0.019s
  seed 20260724 [abl_cap1      ] mk=  516.6 ( 15.0%) off=1/12 0.005s
  seed 20260724 [abl_notakeoff ] mk=  458.8 ( 24.5%) off=2/12 0.012s
  seed 20260724 [imp_cap3      ] mk=  419.6 ( 31.0%) off=3/12 0.059s
  seed 20260725 [published     ] mk=  441.0 ( 28.0%) off=2/12 0.006s
  seed 20260725 [v2            ] mk=  385.0 ( 37.1%) off=4/12 0.021s
  seed 20260725 [abl_cap1      ] mk=  441.0 ( 28.0%) off=2/12 0.006s
  seed 20260725 [abl_notakeoff ] mk=  458.6 ( 25.1%) off=3/12 0.014s
  seed 20260725 [imp_cap3      ] mk=  354.3 ( 42.1%) off=5/12 0.056s
  seed 20260726 [published     ] mk=  501.5 ( 19.5%) off=1/12 0.004s
  seed 20260726 [v2            ] mk=  474.7 ( 23.8%) off=2/12 0.021s
  seed 20260726 [abl_cap1      ] mk=  501.5 ( 19.5%) off=1/12 0.005s
  seed 20260726 [abl_notakeoff ] mk=  474.7 ( 23.8%) off=2/12 0.015s
  seed 20260726 [imp_cap3      ] mk=  430.1 ( 31.0%) off=3/12 0.063s
  seed 20260727 [published     ] mk=  385.9 ( 19.5%) off=1/12 0.005s
  seed 20260727 [v2            ] mk=  266.2 ( 44.5%) off=5/12 0.035s
  seed 20260727 [abl_cap1      ] mk=  385.9 ( 19.5%) off=1/12 0.006s
  seed 20260727 [abl_notakeoff ] mk=  302.2 ( 37.0%) off=4/12 0.021s
  seed 20260727 [imp_cap3      ] mk=  323.7 ( 32.5%) off=3/12 0.121s
  seed 20260728 [published     ] mk=  470.3 ( 16.6%) off=2/12 0.005s
  seed 20260728 [v2            ] mk=  460.5 ( 18.4%) off=2/12 0.014s
  seed 20260728 [abl_cap1      ] mk=  470.3 ( 16.6%) off=2/12 0.007s
  seed 20260728 [abl_notakeoff ] mk=  460.5 ( 18.4%) off=2/12 0.010s
  seed 20260728 [imp_cap3      ] mk=  449.3 ( 20.4%) off=3/12 0.045s
  seed 20260729 [published     ] mk=  412.5 ( 21.8%) off=1/12 0.005s
  seed 20260729 [v2            ] mk=  380.1 ( 27.9%) off=2/12 0.018s
  seed 20260729 [abl_cap1      ] mk=  412.5 ( 21.8%) off=1/12 0.007s
  seed 20260729 [abl_notakeoff ] mk=  380.1 ( 27.9%) off=2/12 0.013s
  seed 20260729 [imp_cap3      ] mk=  380.1 ( 27.9%) off=2/12 0.061s

=== size N=16 ===
  seed 20260720 [published     ] mk=  702.8 ( 20.0%) off=3/16 0.013s
  seed 20260720 [v2            ] mk=  748.9 ( 14.7%) off=2/16 0.043s
  seed 20260720 [abl_cap1      ] mk=  702.8 ( 20.0%) off=3/16 0.015s
  seed 20260720 [abl_notakeoff ] mk=  748.9 ( 14.7%) off=2/16 0.034s
  seed 20260720 [imp_cap3      ] mk=  714.7 ( 18.6%) off=3/16 0.200s
  seed 20260721 [published     ] mk=  619.2 ( 14.6%) off=2/16 0.013s
  seed 20260721 [v2            ] mk=  533.4 ( 26.4%) off=5/16 0.053s
  seed 20260721 [abl_cap1      ] mk=  619.2 ( 14.6%) off=2/16 0.016s
  seed 20260721 [abl_notakeoff ] mk=  552.1 ( 23.9%) off=4/16 0.033s
  seed 20260721 [imp_cap3      ] mk=  417.7 ( 42.4%) off=8/16 0.189s
  seed 20260722 [published     ] mk=  640.1 ( 18.5%) off=3/16 0.016s
  seed 20260722 [v2            ] mk=  637.8 ( 18.8%) off=2/16 0.046s
  seed 20260722 [abl_cap1      ] mk=  640.1 ( 18.5%) off=3/16 0.017s
  seed 20260722 [abl_notakeoff ] mk=  637.8 ( 18.8%) off=2/16 0.038s
  seed 20260722 [imp_cap3      ] mk=  460.1 ( 41.4%) off=7/16 0.207s
  seed 20260723 [published     ] mk=  615.0 ( 14.1%) off=3/16 0.017s
  seed 20260723 [v2            ] mk=  465.6 ( 35.0%) off=7/16 0.058s
  seed 20260723 [abl_cap1      ] mk=  615.0 ( 14.1%) off=3/16 0.018s
  seed 20260723 [abl_notakeoff ] mk=  531.6 ( 25.7%) off=5/16 0.039s
  seed 20260723 [imp_cap3      ] mk=  443.9 ( 38.0%) off=8/16 0.215s
  seed 20260724 [published     ] mk=  641.0 ( 17.5%) off=3/16 0.016s
  seed 20260724 [v2            ] mk=  481.0 ( 38.1%) off=8/16 0.057s
  seed 20260724 [abl_cap1      ] mk=  641.0 ( 17.5%) off=3/16 0.018s
  seed 20260724 [abl_notakeoff ] mk=  549.1 ( 29.3%) off=7/16 0.040s
  seed 20260724 [imp_cap3      ] mk=  439.3 ( 43.4%) off=10/16 0.188s
  seed 20260725 [published     ] mk=  667.5 ( 12.5%) off=1/16 0.009s
  seed 20260725 [v2            ] mk=  460.5 ( 39.6%) off=8/16 0.059s
  seed 20260725 [abl_cap1      ] mk=  667.5 ( 12.5%) off=1/16 0.011s
  seed 20260725 [abl_notakeoff ] mk=  532.4 ( 30.2%) off=6/16 0.042s
  seed 20260725 [imp_cap3      ] mk=  448.6 ( 41.2%) off=9/16 0.205s
  seed 20260726 [published     ] mk=  617.4 ( 22.0%) off=3/16 0.016s
  seed 20260726 [v2            ] mk=  530.2 ( 33.0%) off=7/16 0.055s
  seed 20260726 [abl_cap1      ] mk=  617.4 ( 22.0%) off=3/16 0.017s
  seed 20260726 [abl_notakeoff ] mk=  577.4 ( 27.1%) off=4/16 0.036s
  seed 20260726 [imp_cap3      ] mk=  518.3 ( 34.6%) off=8/16 0.231s
  seed 20260727 [published     ] mk=  635.0 ( 21.6%) off=1/16 0.012s
  seed 20260727 [v2            ] mk=  625.9 ( 22.8%) off=2/16 0.071s
  seed 20260727 [abl_cap1      ] mk=  635.0 ( 21.6%) off=1/16 0.012s
  seed 20260727 [abl_notakeoff ] mk=  625.9 ( 22.8%) off=2/16 0.058s
  seed 20260727 [imp_cap3      ] mk=  477.2 ( 41.1%) off=7/16 0.356s
  seed 20260728 [published     ] mk=  605.9 ( 16.2%) off=4/16 0.015s
  seed 20260728 [v2            ] mk=  494.5 ( 31.6%) off=8/16 0.057s
  seed 20260728 [abl_cap1      ] mk=  605.9 ( 16.2%) off=4/16 0.017s
  seed 20260728 [abl_notakeoff ] mk=  530.4 ( 26.6%) off=6/16 0.035s
  seed 20260728 [imp_cap3      ] mk=  504.9 ( 30.2%) off=8/16 0.229s
  seed 20260729 [published     ] mk=  710.4 (  8.7%) off=1/16 0.007s
  seed 20260729 [v2            ] mk=  566.0 ( 27.2%) off=6/16 0.042s
  seed 20260729 [abl_cap1      ] mk=  710.4 (  8.7%) off=1/16 0.009s
  seed 20260729 [abl_notakeoff ] mk=  594.8 ( 23.5%) off=4/16 0.026s
  seed 20260729 [imp_cap3      ] mk=  426.3 ( 45.2%) off=10/16 0.161s

=== size N=20 ===
  seed 20260720 [published     ] mk=  737.7 ( 25.7%) off=5/20 0.032s
  seed 20260720 [v2            ] mk=  623.6 ( 37.2%) off=10/20 0.120s
  seed 20260720 [abl_cap1      ] mk=  737.7 ( 25.7%) off=5/20 0.035s
  seed 20260720 [abl_notakeoff ] mk=  681.0 ( 31.4%) off=7/20 0.074s
  seed 20260720 [imp_cap3      ] mk=  681.1 ( 31.4%) off=8/20 0.705s
  seed 20260721 [published     ] mk=  676.9 ( 25.2%) off=6/20 0.038s
  seed 20260721 [v2            ] mk=  630.7 ( 30.3%) off=7/20 0.153s
  seed 20260721 [abl_cap1      ] mk=  676.9 ( 25.2%) off=6/20 0.043s
  seed 20260721 [abl_notakeoff ] mk=  665.5 ( 26.4%) off=5/20 0.098s
  seed 20260721 [imp_cap3      ] mk=  572.2 ( 36.8%) off=9/20 0.745s
  seed 20260722 [published     ] mk=  904.6 ( 10.8%) off=3/20 0.034s
  seed 20260722 [v2            ] mk=  849.4 ( 16.3%) off=4/20 0.111s
  seed 20260722 [abl_cap1      ] mk=  904.6 ( 10.8%) off=3/20 0.034s
  seed 20260722 [abl_notakeoff ] mk=  861.7 ( 15.1%) off=4/20 0.078s
  seed 20260722 [imp_cap3      ] mk=  832.2 ( 18.0%) off=5/20 0.769s
  seed 20260723 [published     ] mk=  950.8 ( 16.9%) off=2/20 0.030s
  seed 20260723 [v2            ] mk=  858.9 ( 24.9%) off=4/20 0.171s
  seed 20260723 [abl_cap1      ] mk=  950.8 ( 16.9%) off=2/20 0.031s
  seed 20260723 [abl_notakeoff ] mk=  865.3 ( 24.3%) off=4/20 0.101s
  seed 20260723 [imp_cap3      ] mk=  822.3 ( 28.1%) off=6/20 0.809s
  seed 20260724 [published     ] mk=  875.3 ( 21.5%) off=2/20 0.038s
  seed 20260724 [v2            ] mk=  811.3 ( 27.3%) off=5/20 0.159s
  seed 20260724 [abl_cap1      ] mk=  875.3 ( 21.5%) off=2/20 0.033s
  seed 20260724 [abl_notakeoff ] mk=  842.8 ( 24.5%) off=3/20 0.108s
  seed 20260724 [imp_cap3      ] mk=  765.3 ( 31.4%) off=6/20 0.870s
  seed 20260725 [published     ] mk=  908.5 ( 11.5%) off=1/20 0.023s
  seed 20260725 [v2            ] mk=  632.3 ( 38.4%) off=8/20 0.216s
  seed 20260725 [abl_cap1      ] mk=  908.5 ( 11.5%) off=1/20 0.023s
  seed 20260725 [abl_notakeoff ] mk=  690.1 ( 32.8%) off=6/20 0.133s
  seed 20260725 [imp_cap3      ] mk=  607.4 ( 40.8%) off=8/20 1.164s
  seed 20260726 [published     ] mk=  873.3 ( 21.3%) off=2/20 0.030s
  seed 20260726 [v2            ] mk=  823.7 ( 25.8%) off=4/20 0.123s
  seed 20260726 [abl_cap1      ] mk=  873.3 ( 21.3%) off=2/20 0.035s
  seed 20260726 [abl_notakeoff ] mk=  834.7 ( 24.8%) off=4/20 0.096s
  seed 20260726 [imp_cap3      ] mk=  787.5 ( 29.0%) off=6/20 0.559s
  seed 20260727 [published     ] mk=  894.0 (  9.2%) off=1/20 0.020s
  seed 20260727 [v2            ] mk=  850.8 ( 13.5%) off=2/20 0.127s
  seed 20260727 [abl_cap1      ] mk=  894.0 (  9.2%) off=1/20 0.023s
  seed 20260727 [abl_notakeoff ] mk=  850.8 ( 13.5%) off=2/20 0.102s
  seed 20260727 [imp_cap3      ] mk=  722.6 ( 26.6%) off=6/20 0.772s
  seed 20260728 [published     ] mk=  898.4 ( 12.3%) off=5/20 0.023s
  seed 20260728 [v2            ] mk=  794.9 ( 22.4%) off=10/20 0.099s
  seed 20260728 [abl_cap1      ] mk=  898.4 ( 12.3%) off=5/20 0.034s
  seed 20260728 [abl_notakeoff ] mk=  811.6 ( 20.8%) off=9/20 0.083s
  seed 20260728 [imp_cap3      ] mk=  865.9 ( 15.5%) off=8/20 0.627s
  seed 20260729 [published     ] mk=  835.2 (  7.9%) off=1/20 0.016s
  seed 20260729 [v2            ] mk=  796.1 ( 12.2%) off=2/20 0.072s
  seed 20260729 [abl_cap1      ] mk=  835.2 (  7.9%) off=1/20 0.015s
  seed 20260729 [abl_notakeoff ] mk=  796.1 ( 12.2%) off=2/20 0.060s
  seed 20260729 [imp_cap3      ] mk=  776.3 ( 14.4%) off=3/20 0.484s

==============================================================================
AGGREGATE (mean over seeds per size)
==============================================================================
  N=8: truck=  391.3  published=  296.5 ( 23.9%)  v2=  256.0 ( 34.5%)  abl_cap1=  296.5 ( 23.9%)  abl_notakeoff=  266.1 ( 32.1%)  imp_cap3=  241.8 ( 38.5%)
      decomp: multi-customer +10.6pp, multi-takeoff +2.4pp, cap3 +4.0pp
  N=12: truck=  579.4  published=  470.5 ( 18.8%)  v2=  412.1 ( 29.0%)  abl_cap1=  470.5 ( 18.8%)  abl_notakeoff=  432.3 ( 25.5%)  imp_cap3=  406.7 ( 29.6%)
      decomp: multi-customer +10.2pp, multi-takeoff +3.5pp, cap3 +0.6pp
  N=16: truck=  774.8  published=  645.4 ( 16.6%)  v2=  554.4 ( 28.7%)  abl_cap1=  645.4 ( 16.6%)  abl_notakeoff=  588.0 ( 24.3%)  imp_cap3=  485.1 ( 37.6%)
      decomp: multi-customer +12.1pp, multi-takeoff +4.4pp, cap3 +8.9pp
  N=20: truck= 1022.3  published=  855.5 ( 16.2%)  v2=  767.2 ( 24.8%)  abl_cap1=  855.5 ( 16.2%)  abl_notakeoff=  790.0 ( 22.6%)  imp_cap3=  743.3 ( 27.2%)
      decomp: multi-customer +8.6pp, multi-takeoff +2.2pp, cap3 +2.4pp


[raw -> E:\FURP-EVRP\roselr333-pixel-FURP-2026-GuannanWang-EVRP\src\results\week07_ablation_raw.csv]
[summary -> E:\FURP-EVRP\roselr333-pixel-FURP-2026-GuannanWang-EVRP\src\results\week07_ablation_summary.csv]
[log -> E:\FURP-EVRP\roselr333-pixel-FURP-2026-GuannanWang-EVRP\src\results\week07_ablation_log.txt]
